name,price,short_description,rating,number_of_reviews,product_description
Spigen Ultra Hybrid [Anti-Yellowing Technology] Designed for iPhone 13 Pro Max Case (2021) - Crystal Clear,$12.99,"About this item Hybrid technology that is made of a TPU bumper with a durable PC back Crystal clear transparency flaunts original phone design Raised bezels lift screen and camera off flat surfaces Pronounced buttons are easy to feel and press, while large cutouts fit most cables",4.6 out of 5,"13,952 global ratings",nan
Spigen Ultra Hybrid Designed for iPhone 13 Pro Max Case (2021) - Frost Black,$16.99,"About this item Hybrid technology that is made of a TPU bumper with a durable frosted PC back Semi-transparent PC black flaunts clean and modern look Raised bezels lift screen and camera off flat surfaces Pronounced buttons are easy to feel and press, while large cutouts fit most cables",4.6 out of 5,"13,952 global ratings",nan
Spigen Ultra Hybrid Designed for iPhone 13 Pro Max Case (2021) - Matte Black,$15.99,"About this item Hybrid technology that is made of a TPU bumper with a durable PC back Crystal clear transparency flaunts original phone design Raised bezels lift screen and camera off flat surfaces Pronounced buttons are easy to feel and press, while large cutouts fit most cables",4.6 out of 5,"13,952 global ratings",nan
nan,nan,nan,nan,nan,nan
"Logitech H390 Wired Headset, Stereo Headphones with Noise-Cancelling Microphone, USB, In-Line Controls, PC/Mac/Laptop - Black",$29.90,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Optimum Comfort: PC headphones with plush, padded headband and earcups Enhanced Audio: Experience premium sound quality; system requirements: Windows Vista, Windows 7, Windows 8, Windows 10 or later, Chrome OS USB port, MAC OS X (10.2.8 or later) USB port Noise-Cancelling Qualities: A rotating microphone that minimizes background noise for clear calls Advanced digital USB, connections: USB compatible (1.1 and 2.0) In-Line Controls: Adjust the volume and mute your mic via the headset cable USB Connectivity: Plug-and-play when you are ready with a simple USB connection Upgrade to Logitech H540 headset for high-definition sound and on-ear controls Works with Chromebook: This product is tested and certified as works with Chromebook, which means it meets Google’s compatibility standards and works seamlessly with your Chromebook NOTE: If the headset is not working Please adjust the headset volume on the cable control. Make sure the headset is not on mute. The mute light flashes when mute has been activated. Check the USB cable connection to your computer. Try a different USB port on your computer. Connect directly to your computer. Do not use a USB hub. Show more",4.4 out of 5,"37,746 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"Ferilinso Compatible for iPhone 13 Pro Max Privacy Screen Protector, 2 Pack 9H Anti Spy Tempered Glass with 2 Pack Camera Lens Protector, Case Friendly, Bubble Free, 5G 6.7 Inch, Easy Installation",$8.90,"About this item Compatibility: Included 2 Pack Anti-spy Privacy Tempered Glass & 2 Pack Camera Lens Protector and install cleaning tools, only for iPhone 13 Pro Max 6.7 - inch, Not for any other models. 28 Degrees Privacy Protection: The privacy tempered glass screen protector is designed for iPhone 13 Pro Max, the screen only visible to persons who in front of the screen, It has better anti-spy performance, keeps your private information hidden from strangers. A good choice when you are on the bus, elevator, metro, or other public occasions. Night Shooting Mode: This camera lens protector with an upgrade ""Night Flash Circle"" and Increased Electrostatic Adsorption, not affect the flash in the night shot environment. And this Camera Protector has 99.99% light transmittance, Whether it is day or night, keeping for iPhone 13 Pro Max's picture original quality, gives you an ultra-clear viewing and photo taking experience. Case Friendly&Sensitive Touch: High touch sensitivity gives ""True Touch"" feel and ensures fast responding performance. The camera and screen protector are case friendly with your iPhone 13 Pro Max. Maximum coverage of your mobile without interfering with the phone case. Easy to install: Included a convenient and innovative installation kit, helping you attach the screen protector easily. Warm Tips, We recommend you to clean the screen before installation, then patiently place the tempered film on the screen and simply run your finger down the middle for a bubble-free installation. Even if you are new for applying a screen protector, you can also put the film on your iPhone easily and quickly.",4.4 out of 5,"4,302 global ratings",nan
nan,nan,nan,nan,nan,nan
"[2+2 Pack] for Pixel 6 5G Screen Protector and Camera Lens Protector Bubble-Free Compatible Fingerprint Full Coverage 9H Hardness Tempered Glass Protector for Google Pixel 6 (6.4"")",$8.99,"【Exclusively designed For Google Pixel 6 】: Precise cutouts, Full coverage protect the whole screen and Suitable for use with soft phone case to prevent edges-peeling up., compatible with most For Google Pixel 6 cases and covers. 【9H Hardness】Nano-level Precision Cutting Process tempered Glass For Google Pixel 6 Will fit your Screen Perfectly and gives your phone maximum Protection from drops, Scratches and Scrapes With an industry-leading Glass Strength of 9H hardness. 【High Sensitivity Touching】The ultra-thin thickness of only 0.25mm maintains the original sensitivity and comfortable touch，promising original high-response touch feeling without any interference. Ultra clear 99% High-Transparency provides you high-definition clear viewing. 【Easy Installation】: Easy no trouble and bubble-free installation that easily fits your device’s screen. Easy to apply and remove. Clear acrylic adhesive won’t leave residue. The anti-fingerprint, oleophobic coating resists smudges to maintain the HD clarity of your display. 【100% satisfaction promise】: If you encounter any problems during use, please send us an email. We will solve it for you as soon as possible. And thank you for your trust in our company",4.3 out of 5,"1,170 global ratings","Compatible Models: For Google Pixel 6 (6.4"") PLEASE NOTE!!! 1: Make sure that the fingerprint part of the screen protector is completely attached to the screen. 2：Press outwards around the fingerprint recognition ring to ensure no bubbles, and After pasting the tempered film, re-enter the fingerprint to unlock more sensitively (IMPORTANTLY) 3： Surface Full Coverage Screen Protectors , Case Friendly with most phone cases 5: 9H hardness tempered glass that can powerfully resist wear & scratches, impact & drop; offering durable protection to your Galaxy Pixel 6 . 6:Scratch terminator: 9H Hardness, harder than a knife's blade. it is not exaggerated to say this screen protector is terminator to any possible scratches by keys, knife or other sharp objects. 7:High Transparency: 99.99% transparency preserves the original screen brightness. You can enjoy a great viewing experience with more brightness and less glare. Package: 2 x For Google Pixel 6 Tempered Glass Screen Protector 2 x For Google Pixel 6 Camera lens Film 1 xInstallation Kit"
Venito Florence Leather Wallet Phone Case Compatible with iPhone X and iPhone Xs - Extra Secure with RFID Blocking - Detachable Phone Wallet - Antique Brown,$69.90,"About this item COMPATIBILITY | Florence Handcrafted Non-Magnet Slide in Detachable Leather Wallet Case Phone Wallet is compatible with iPhone X (5.8 inch) and iPhone XS (5.8 inch). Please make sure you order the right size case for your phone. This case doesn’t fit either iPhone X (5.8 inch), iPhone XS Max (6.5 inch) or iPhone XR (6.1 inch) PREMIUM QUALITY | Handcrafted of High Quality Cowhide Full-Grain Leather with exceptional craftsmanship gained by experience of years. Well-finished exquisite stitches offer this carrying pocket not only long lasting durability but also an elegant look ULTIMATE PROTECTION | High quality genuine leather outer layer and suede inner lining provide ultimate protection to your smartphone against droppings, bumps, scratches, dust, and etc. It also comes with RFID Blocking shield placed underneath the leather, which will provide additional protection against electronic pickpocketing ELEGANT DESIGN | Florence collection has emerged both with the subtlety and functionality of its design and the quality of the leather used in its production. Consisting of two parts, namely inner snap-on cover and detachable outer wallet case, this product is an exquisite piece with its non-magnet sliding mechanism. Wouldn't you like to have ultimate protection in unique elegancy? ADDITIONAL FEATURES | Easy access to charging and earphone ports with precise cut-outs | Wireless charging friendly: it works well with QI wireless chargers | Perfect Gift: coming in an elegant box, perfect as Mother’s Day Gift, Valentine’s Day Gift, Father’s Day Gift, Anniversary Gift, Graduation Gift | Premium Customer Service: Our priority is providing you with exceptional customer service, if you have any questions or comments feel free to ask, we’ll try to respond in a timely manner",4.8 out of 5,8 global ratings,"Comes with RFID Blocking *RFID protection is an innovative technology which blocks unwanted scans, ensuring that your ID and credit cards, therefore your financial and personal information remain private and confidential. Feel safer with a built-in RFID blocking material on your phone case from electronic thieves and pickpoketing since stealing information from your cards will be much harder. It is an all- in- one cover case, stand case, and wallet. Integrates your phone and wallet into one ultra functional minimalist tool With its state of the art design and non-magnet slider connector on the back of this wallet case, your smartphone is safe from any harm from the magnet Shock-absorbent padding on the back provides better protection for your smartphone and a softer feel Made of Premium Quality Cowhide Full-Grain Leather* *Full-grain leather is considered the strongest and most durable type of leather. It is designed to resist moisture and over time look more beautiful, developing its own characteristic rich patina over the course of its life Full protection of your phone all around edges and on the screen Interior shell covered with top quality suede finish which prevents scratches Easy access to charging and earphone ports Compatible with wireless charging (place only the inner snap-on case holding the phone onto a wireless charger) Available in various colors for all tastes Perfect fit for iPHONE X (5.8 inch) and iPhone XS (5.8 inch) Comes in an elegant package Perfect gift idea"
